,cat_investment,cat_size,net_assets,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,label
543,-1,-1,83120000.0,100.0,0.0,12.28,0.88,0.48,5.63,13.46,23.55,8.98,2.36,7.11,5.15,1.48,0.29,0.87,23.78,12.97,0
545,1,1,101290000.0,50.01,0.0,15.89,2.45,1.59,7.2,3.64,13.12,15.25,2.43,5.21,13.63,3.05,2.74,4.59,14.45,21.87,0
547,1,1,15000000.0,33.49,0.0,13.5,1.41,1.08,6.74,7.88,11.54,18.99,3.89,11.78,11.28,3.65,3.95,5.96,13.27,7.8,0
550,-1,1,92300000.0,97.05,0.0,11.73,1.16,2.9,3.49,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
552,1,1,407160000.0,99.69,0.0,16.25,1.63,1.17,4.58,13.53,14.67,20.24,2.76,7.82,0.0,22.42,2.8,0.0,14.34,1.42,-1
553,-1,0,22590000.0,99.75,0.0,6.84,0.95,0.69,3.41,8.05,20.18,2.58,17.84,5.89,6.65,5.29,0.2,2.49,12.14,18.7,0
554,0,1,31890000.0,88.47,0.0,31.27,4.47,1.43,13.44,0.0,51.61,0.1,0.0,43.92,0.0,0.0,0.0,0.0,1.28,3.09,0
555,0,1,290120000.0,99.6,0.4,19.63,3.01,1.59,11.16,0.0,31.89,0.0,0.0,28.98,0.0,0.0,22.55,0.0,0.0,16.58,0
556,1,1,7200000.0,99.46,0.0,12.21,1.59,1.15,5.14,12.09,12.25,15.33,4.61,11.54,5.59,5.88,10.94,7.4,10.29,4.08,-1
557,1,1,241450000.0,42.82,0.0,11.28,1.42,1.1,4.4,7.62,11.52,24.17,3.3,6.61,2.51,2.47,4.54,7.88,4.95,24.43,0
558,0,1,47240000.0,98.54,0.0,16.54,2.9,2.0,15.77,4.92,2.4,10.3,0.0,7.21,44.89,4.64,0.0,0.0,22.23,3.42,0
559,-1,1,449690000.0,99.67,0.0,9.61,1.24,1.04,4.0,7.1,5.78,24.7,9.32,5.88,0.16,4.3,12.12,10.6,8.87,11.17,0
560,-1,1,32280000.0,97.21,0.0,11.62,1.7,0.97,5.22,12.77,10.17,10.18,0.0,10.63,10.59,10.56,10.21,5.9,8.56,10.43,-1
561,-1,0,4890000.0,99.38,0.0,11.6,1.15,0.67,4.76,7.03,16.77,31.71,4.0,0.0,0.0,0.63,1.31,5.1,25.02,8.42,0
562,-1,1,14200000.0,99.94,0.0,15.5,3.14,1.85,10.71,3.16,13.26,16.5,0.0,13.49,13.42,0.0,3.39,6.6,13.01,17.17,0
565,1,1,73600000.0,99.88,0.0,10.42,1.34,1.0,3.67,8.31,16.0,19.94,0.0,4.83,1.21,2.52,6.74,21.81,4.97,13.68,0
567,-1,1,337950000.0,99.98,0.0,12.08,1.23,0.88,4.26,6.06,4.22,39.66,3.87,11.18,1.23,6.7,7.84,2.1,9.19,7.94,0
568,1,1,34710000000.0,99.39,0.0,11.12,1.43,1.1,4.47,7.58,11.6,24.12,3.28,6.66,2.52,2.47,4.57,7.88,4.96,24.36,0
569,1,1,509790000.0,99.33,0.0,11.32,1.4,1.02,4.78,5.97,13.64,21.04,3.56,5.86,3.01,2.25,4.31,5.17,5.35,29.83,0
570,-1,0,3380000.0,99.72,0.0,8.58,1.06,0.6,2.65,18.65,10.19,10.28,9.98,9.35,8.44,7.38,6.44,2.11,7.06,10.12,0
571,1,1,8840000.0,99.76,0.0,12.01,1.73,1.43,4.23,11.08,4.53,31.48,0.0,8.15,1.48,3.69,0.8,25.13,3.33,10.34,0
572,1,0,273750000.0,99.29,0.0,10.79,1.22,0.74,4.79,10.83,16.03,11.3,7.91,7.48,8.14,4.6,1.49,1.36,12.74,18.1,0
573,1,1,5680000000.0,99.46,0.0,14.49,1.76,1.44,5.57,3.01,6.89,28.44,1.43,12.05,5.62,7.89,10.21,3.5,7.1,13.86,0
574,1,1,43690000.0,99.37,0.0,11.44,1.48,1.16,4.5,7.87,12.18,27.05,2.88,7.55,2.72,2.28,5.31,0.95,4.57,26.64,0
575,-1,-1,736090000.0,100.0,0.0,10.99,1.35,0.54,4.42,10.55,25.58,20.13,4.0,3.68,3.06,0.94,0.28,7.15,15.97,8.67,-1
578,1,1,63550000000.0,98.86,0.0,13.48,1.42,1.08,6.84,7.8,11.52,18.89,3.93,11.91,11.34,3.7,3.98,5.97,13.19,7.78,0
579,0,1,110570000.0,99.43,0.0,17.3,1.99,1.46,11.57,3.4,11.02,7.58,3.74,22.72,24.54,9.24,1.81,0.0,14.22,1.73,0
580,-1,1,6370000.0,99.73,0.0,12.02,1.39,0.95,4.71,1.85,18.06,32.55,6.33,4.48,0.0,14.85,13.08,5.84,0.92,2.03,0
581,1,1,11130000000.0,97.21,0.0,16.6,1.69,1.45,9.7,2.09,9.52,16.53,9.15,16.7,12.73,8.12,9.49,0.94,13.61,1.11,0
582,1,1,69730000.0,99.71,0.0,13.73,1.42,1.17,6.95,5.79,12.6,21.03,4.29,13.07,12.24,2.68,4.42,0.6,14.64,8.64,0
583,1,1,5040000.0,39.39,49.2,18.44,1.88,1.97,6.69,5.03,5.72,12.1,47.22,3.21,1.42,1.51,6.85,3.91,3.41,9.62,0
584,0,1,3710000000.0,99.26,0.0,17.79,2.52,1.58,11.64,7.2,12.79,7.13,2.18,20.06,14.55,1.16,2.19,2.13,17.47,13.14,0
585,1,0,27030000.0,92.74,0.0,15.39,2.16,1.18,12.28,16.25,6.48,11.14,1.07,3.12,2.62,4.37,5.08,5.15,25.29,19.44,0
587,1,0,16500000.0,97.64,0.0,23.57,1.97,0.89,15.85,0.0,33.39,0.0,0.0,66.61,0.0,0.0,0.0,0.0,0.0,0.0,0
589,-1,1,5910000000.0,98.71,0.0,10.74,0.98,0.82,4.55,8.41,10.19,31.13,5.78,3.43,7.99,6.34,5.85,9.95,8.76,2.18,0
591,1,-1,58050000.0,99.79,0.0,4.15,0.79,0.64,1.58,24.23,1.99,16.4,20.37,11.89,3.9,0.0,12.11,1.59,7.52,0.0,0
592,1,1,636000000.0,99.87,0.0,14.08,2.19,1.64,10.07,10.49,10.93,39.07,4.06,15.85,2.09,1.39,10.34,0.33,4.99,0.46,0
593,1,0,58100000.0,96.98,0.0,14.61,1.4,1.15,10.31,31.11,15.72,10.32,3.9,27.61,6.17,0.0,0.0,0.0,5.12,0.06,0
594,1,0,134920000.0,99.7,0.0,11.67,1.24,1.43,4.46,3.39,0.56,26.54,10.78,2.11,13.6,0.44,2.1,2.52,5.86,32.1,0
596,1,1,1020000.0,99.49,0.0,12.19,1.39,0.69,6.88,8.69,41.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.79,32.11,0
602,0,1,34410000.0,97.03,0.0,12.62,2.04,1.04,5.66,0.9,24.68,8.31,6.05,21.38,3.2,2.22,6.92,0.69,0.67,24.98,0
603,0,1,21700000.0,99.64,0.0,14.76,2.25,1.33,10.14,4.89,8.37,23.76,11.0,14.19,9.75,4.92,2.35,3.5,8.54,8.73,0
604,1,1,9990000.0,98.15,0.0,11.57,1.47,1.24,4.67,9.15,8.77,31.16,2.59,8.28,1.91,4.11,4.83,11.23,5.97,12.01,0
605,1,1,16340000.0,99.5,0.0,13.68,1.76,1.82,5.03,3.72,8.23,30.38,9.57,11.76,1.92,8.58,12.08,6.07,6.72,0.96,0
606,-1,1,311120000.0,99.28,0.0,9.74,1.16,0.87,4.57,8.72,14.15,19.1,3.76,3.25,6.48,2.35,8.12,4.46,6.72,22.9,0
608,1,1,25780000.0,93.91,0.0,14.07,1.28,1.16,7.77,0.55,0.0,0.0,0.0,0.0,0.0,38.74,0.0,16.18,44.53,0.0,-1
610,1,1,10120000000.0,98.56,0.0,10.54,1.4,1.1,4.72,7.98,11.81,23.07,3.55,6.72,3.48,2.79,4.31,7.24,5.78,23.27,1
612,-1,1,2410000000.0,99.1,0.0,17.23,1.95,1.05,6.42,1.1,0.0,0.0,0.33,0.0,0.0,43.86,0.0,54.71,0.0,0.0,1
613,0,0,394410000.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,30.84,2.72,0.0,0.0,0.0,0.0,0.26,0.0,1.58,64.6,0
617,1,1,14540000.0,99.1,0.0,11.55,1.45,1.07,4.72,10.07,6.72,25.04,1.83,7.95,2.48,2.58,4.31,9.63,4.62,24.79,0
618,-1,1,64660000.0,99.71,0.0,17.9,1.85,0.73,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.04,1.96,0.0,0
619,1,0,27520000.0,99.82,0.0,14.47,1.6,1.13,5.6,9.0,3.25,22.74,1.65,16.65,0.16,0.74,9.68,28.93,5.4,1.8,0
620,0,1,75160000.0,99.25,0.0,26.39,4.35,3.89,15.32,1.57,16.92,8.83,7.73,0.0,6.78,0.0,0.0,1.99,6.07,50.11,0
621,1,0,12770000.0,98.79,0.0,17.29,1.23,1.05,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.15,0.0,0.85,1
622,0,0,170150000.0,99.16,0.0,22.38,1.95,2.13,11.45,4.05,5.43,0.0,8.79,13.56,19.33,18.21,11.94,3.56,11.09,4.05,1
623,1,1,254820000.0,99.63,0.0,15.49,1.89,1.88,11.74,0.0,15.9,14.99,32.75,5.84,0.0,11.1,4.8,1.03,13.4,0.2,0
624,1,1,1330000000.0,100.0,0.0,13.99,1.77,0.91,6.72,11.28,8.83,23.39,1.31,4.39,4.19,4.81,0.72,19.79,4.84,16.45,1
625,1,0,268940000.0,99.9,0.0,11.37,1.18,0.86,4.27,8.62,6.72,43.21,0.0,3.49,0.0,5.82,5.17,18.51,1.94,6.51,0
626,1,1,2380000000.0,99.14,0.0,15.31,1.53,2.32,8.0,9.97,7.31,37.04,14.63,3.75,5.67,4.53,2.52,3.27,9.59,1.72,0
628,1,1,239850000.0,100.0,0.0,14.08,2.42,1.69,7.35,1.8,10.09,22.73,1.36,7.53,10.59,2.86,4.03,4.95,10.27,23.81,0
629,1,0,191410000.0,99.8,0.0,12.82,1.57,1.05,7.15,46.52,7.19,30.64,0.0,5.01,0.0,4.06,0.0,1.11,5.46,0.0,0
631,1,0,477230000.0,99.76,0.0,16.17,2.01,1.18,6.93,7.54,11.96,6.05,3.94,11.15,11.37,8.62,2.22,11.2,12.15,13.79,0
632,1,1,154980000.0,99.85,0.0,17.64,2.65,1.88,8.65,8.25,11.79,9.88,7.49,9.71,8.95,9.03,3.32,9.12,9.58,12.9,0
633,-1,1,21740000.0,97.69,0.0,13.67,2.09,1.02,7.14,3.44,19.59,22.88,1.63,9.05,10.24,3.5,2.13,1.49,11.99,14.08,0
634,-1,1,4940000.0,99.84,0.0,11.5,1.46,1.05,5.39,14.32,4.0,29.61,0.0,0.0,10.05,0.0,0.0,25.5,16.52,0.0,-1
635,1,1,60380000.0,99.44,0.0,15.25,2.63,1.45,6.52,11.22,8.3,9.18,1.44,12.25,11.8,7.39,4.86,11.17,10.61,11.77,0
636,1,0,24650000.0,99.45,0.0,16.76,1.88,1.12,6.93,7.08,12.63,5.46,4.4,10.85,11.09,8.93,1.58,11.19,12.4,14.38,0
637,1,-1,20350000.0,99.42,0.01,13.35,1.46,0.59,5.34,9.73,11.12,8.14,2.99,10.49,10.53,7.27,3.99,8.58,12.93,14.25,1
638,-1,1,26340000.0,50.42,27.19,14.15,2.2,1.51,8.99,0.65,14.55,16.83,1.98,11.02,15.03,4.16,3.44,6.38,12.83,13.14,0
641,-1,1,580720000.0,99.86,0.0,5.48,0.79,0.69,2.35,21.19,0.0,18.02,0.0,5.91,0.0,1.88,2.93,50.07,0.0,0.0,0
642,1,1,387290000.0,73.4,0.0,18.34,1.75,1.08,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1
644,1,1,18240000.0,97.1,0.0,14.51,2.13,1.67,4.79,11.82,7.05,16.9,4.24,8.4,4.41,4.94,8.92,22.7,9.85,0.75,0
645,1,1,41930000.0,99.6,0.0,16.31,3.07,2.08,7.96,2.55,13.0,14.97,1.82,9.02,14.33,3.52,4.85,2.22,7.1,26.63,0
646,1,1,698780000.0,99.11,0.0,13.7,1.46,1.07,6.55,8.19,11.25,19.08,3.82,11.92,10.65,3.84,4.1,6.19,13.29,7.67,0
647,1,1,536320000.0,99.14,0.0,10.64,1.45,1.02,4.66,6.89,10.8,26.08,2.78,6.19,2.28,1.98,5.32,7.39,3.66,26.63,0
648,-1,1,23070000.0,99.75,0.0,11.24,1.41,0.57,5.06,6.49,10.91,17.56,1.15,10.56,7.66,5.17,4.0,8.17,14.82,13.51,0
649,1,1,71070000.0,99.45,0.0,14.86,2.17,1.54,7.97,4.3,14.62,17.86,1.76,10.73,11.89,1.92,5.68,3.03,5.97,22.25,0
650,-1,1,27910000.0,99.85,0.0,13.27,2.47,0.79,5.49,1.94,13.46,8.13,0.96,11.11,15.77,3.96,6.32,9.62,11.85,16.88,0
651,-1,1,6330000.0,99.49,0.15,9.61,1.02,0.59,3.62,20.47,8.0,15.05,3.02,7.1,4.32,4.83,9.53,5.82,17.1,4.75,0
652,-1,1,4080000.0,99.79,0.21,12.53,2.13,0.85,6.77,4.7,11.66,18.23,0.0,12.44,6.78,7.14,2.07,8.24,14.87,13.87,0
653,1,1,180370000.0,99.78,0.0,17.14,3.09,1.91,7.56,2.82,12.05,14.82,2.38,7.26,14.06,3.45,3.89,4.93,9.99,24.35,0
654,-1,1,16880000.0,99.8,0.07,11.27,1.52,0.73,5.17,10.59,10.29,17.05,1.13,10.45,5.86,6.28,4.85,7.34,15.7,10.46,0
659,0,0,44590000.0,99.77,0.0,19.28,3.05,2.34,12.94,6.48,14.56,14.77,4.08,3.43,11.35,4.08,1.08,0.0,19.57,20.61,0
660,0,1,41340000.0,100.0,0.0,15.91,2.42,1.71,11.94,6.31,20.14,3.34,0.92,21.55,18.88,2.99,3.39,1.09,16.23,5.16,0
661,1,1,9360000.0,99.44,0.0,16.54,2.02,1.41,10.81,5.22,11.45,8.91,0.0,26.63,26.21,8.44,2.79,0.0,10.36,0.0,0
662,1,1,4270000000.0,99.67,0.0,13.1,1.49,1.11,3.33,8.92,12.18,17.87,0.92,11.14,9.98,4.33,5.19,7.34,12.55,9.56,0
664,-1,1,674270000.0,98.21,0.0,9.79,0.87,0.96,3.63,0.04,0.09,99.34,0.01,0.05,0.02,0.01,0.0,0.01,0.22,0.21,-1
667,1,1,28700000.0,99.26,0.0,16.36,2.12,1.47,10.99,3.29,7.7,17.16,3.5,19.82,14.86,9.49,8.81,3.84,9.69,1.83,0
668,1,1,605070000.0,99.46,0.0,13.19,1.74,1.4,3.84,5.45,3.21,20.4,0.0,19.35,22.01,0.91,3.97,11.67,8.35,4.67,0
671,1,1,2150000.0,99.89,0.0,13.04,1.47,1.01,7.3,7.39,13.38,18.03,2.64,11.28,8.2,6.0,4.1,5.56,14.56,8.87,0
673,1,1,246700000.0,99.76,0.0,16.02,2.33,1.43,7.54,4.14,15.24,14.69,6.42,6.66,10.71,5.22,2.11,5.46,14.21,15.12,0
674,-1,0,120670000.0,99.71,0.0,13.15,1.44,0.7,4.35,5.99,11.3,20.08,5.22,9.12,3.23,8.11,4.14,1.01,22.96,8.84,0
675,1,1,2550000.0,20.03,0.0,13.18,1.58,1.17,8.22,9.37,13.52,16.39,0.87,11.41,8.16,4.87,4.78,7.29,12.99,10.34,0
677,0,1,5970000.0,57.49,35.99,15.35,2.3,1.69,9.37,3.62,13.85,16.8,0.55,6.58,14.09,5.19,3.91,5.81,13.15,16.44,0
680,0,1,6060000.0,99.77,0.0,17.41,3.12,2.08,9.77,0.91,12.95,15.64,1.19,8.09,15.42,3.32,4.34,5.37,9.96,22.81,0
681,0,0,29040000.0,99.87,0.0,19.81,2.66,1.13,4.26,1.89,3.44,0.0,0.0,0.0,13.84,0.0,0.0,2.01,78.82,0.0,0
682,1,1,1180000000.0,98.72,0.0,15.73,1.86,2.28,5.86,17.86,6.83,36.91,7.72,4.14,8.86,2.19,1.23,5.96,5.91,2.38,0
683,1,1,2570000000.0,99.5,0.0,14.51,1.64,1.36,4.69,10.46,3.98,39.55,0.76,5.12,1.31,2.15,3.17,19.88,8.6,5.02,0
684,0,1,225230000.0,93.26,0.0,14.76,1.81,1.54,12.23,2.34,3.99,26.84,0.0,8.6,0.0,0.0,6.55,2.09,36.06,13.53,0
685,1,1,12670000.0,98.22,0.0,11.24,1.47,1.37,4.46,8.74,6.77,38.19,3.75,6.28,1.69,4.96,5.83,10.68,4.92,8.2,0
686,1,1,2290000000.0,99.11,0.0,11.75,1.4,0.84,7.11,10.31,17.95,16.07,4.25,3.58,11.83,3.88,5.51,0.0,13.06,13.57,0
687,0,-1,40740000.0,99.39,0.0,15.94,1.45,0.82,6.86,6.15,6.76,7.7,18.98,2.43,10.31,0.6,2.04,0.0,22.57,22.44,0
688,1,1,3160000000.0,99.54,0.0,15.33,1.25,2.42,14.98,0.0,8.73,35.27,27.33,2.19,0.78,9.53,1.57,0.0,13.98,0.62,0
689,-1,1,391120000.0,99.8,0.0,10.09,1.21,0.63,4.06,0.0,13.12,29.44,0.0,2.3,1.78,22.57,4.28,15.47,9.15,1.88,0
690,1,1,13600000000.0,98.8,0.0,12.81,1.13,0.82,5.04,6.7,16.51,10.86,4.65,8.75,8.28,2.06,6.13,1.76,19.13,15.17,0
691,1,1,54510000.0,97.85,0.0,14.87,1.54,1.48,9.74,5.37,2.42,24.65,6.64,28.36,13.09,1.42,5.33,0.0,10.05,2.68,0
692,0,1,976000000.0,98.62,0.0,16.44,2.43,2.01,14.29,9.29,5.68,19.12,0.87,22.8,31.04,0.0,1.38,0.0,8.73,1.08,0
693,-1,1,535350000.0,99.4,0.0,16.98,1.64,2.61,6.2,5.94,8.77,34.3,1.93,14.03,2.66,11.64,8.76,3.5,8.47,0.0,0
694,1,0,102050000.0,99.93,0.0,15.34,1.67,0.96,7.28,5.95,17.08,14.7,9.19,4.25,8.19,3.24,0.75,6.88,15.09,14.68,0
695,1,1,215010000.0,99.7,0.0,15.44,1.99,1.47,8.28,9.57,4.35,16.59,1.24,28.43,6.66,0.0,2.2,1.84,5.01,24.11,0
696,-1,0,65730000.0,98.3,0.0,11.2,1.04,0.95,6.06,11.82,0.65,36.16,11.43,0.62,0.0,5.79,2.63,17.69,10.83,2.38,0
697,-1,1,860430000.0,99.67,0.0,11.67,1.19,1.2,6.47,0.0,4.65,36.42,0.0,0.0,3.01,24.39,8.42,4.58,13.84,4.7,0
698,1,1,841600000.0,99.46,0.0,13.84,1.58,1.03,7.8,6.17,18.39,11.29,2.89,11.51,9.67,2.64,2.3,8.77,21.65,4.72,0
699,1,1,34460000.0,100.0,0.0,43.26,2.6,5.9,17.48,3.23,0.0,0.0,87.12,0.0,0.0,0.0,6.57,0.0,3.08,0.0,0
700,-1,1,547590000.0,99.81,0.0,12.55,1.17,1.88,9.35,0.0,9.22,47.2,13.06,4.61,0.0,0.0,4.58,0.0,18.75,2.59,0
701,1,-1,35220000.0,100.0,0.0,15.46,1.5,0.64,5.93,7.63,15.49,14.27,8.35,3.81,10.3,1.01,1.55,6.03,15.05,16.51,-1
702,-1,1,3360000000.0,99.93,0.0,14.12,1.53,0.79,5.46,10.87,4.46,19.15,0.59,3.36,0.25,0.0,4.9,0.87,3.3,52.24,1
703,1,1,2280000000.0,98.66,0.0,12.69,1.26,0.93,6.17,9.71,9.74,19.64,1.25,18.01,9.81,3.25,3.15,18.05,6.07,1.32,0
704,0,-1,67940000.0,97.96,0.0,14.0,1.78,1.07,8.05,6.23,20.44,14.6,8.5,8.2,5.44,1.41,1.4,2.9,22.65,8.24,0
706,1,1,1040000000.0,99.82,0.0,11.57,1.72,1.2,5.14,12.8,7.54,16.49,6.42,29.43,0.47,1.39,15.53,0.0,9.94,0.0,0
707,-1,-1,496860000.0,99.3,0.0,10.54,1.15,0.74,4.47,10.81,16.0,8.16,10.0,7.34,5.66,4.83,2.02,1.33,13.06,20.79,0
708,-1,1,4900000000.0,98.31,0.0,7.82,0.89,0.59,3.65,8.37,11.21,13.13,0.0,6.77,5.9,1.28,1.11,2.15,9.3,40.78,-1
709,1,1,8590000000.0,99.39,0.0,11.99,1.93,1.49,3.87,15.7,7.95,36.09,1.46,10.65,0.73,5.54,2.39,13.75,4.8,0.93,-1
710,1,0,88280000.0,99.26,0.0,9.16,1.6,0.94,6.76,4.89,27.94,8.36,5.25,10.29,8.43,20.75,0.0,1.3,7.12,5.66,-1
711,1,1,217750000.0,99.47,0.0,14.89,2.57,1.21,6.43,2.86,1.92,0.51,0.22,0.57,0.0,0.0,0.0,0.87,91.15,1.89,0
713,1,1,101720000.0,100.0,0.0,13.99,2.25,1.5,7.16,2.79,11.21,23.04,2.03,6.93,9.61,2.87,3.51,4.85,11.09,22.08,0
714,1,1,7080000000.0,99.72,0.0,13.1,1.49,1.11,3.33,8.92,12.18,17.87,0.92,11.14,9.98,4.33,5.19,7.34,12.55,9.56,0
716,-1,0,20040000.0,99.05,0.0,8.99,1.36,0.79,4.53,21.25,8.28,6.62,3.39,3.13,0.0,3.27,7.67,15.93,6.99,23.47,0
717,0,1,498240000.0,98.39,0.0,14.24,1.83,1.85,10.22,8.47,6.73,32.41,5.14,5.83,2.65,0.0,6.92,5.91,1.66,24.29,-1
719,-1,0,1100000000.0,100.0,0.0,13.48,1.77,0.96,7.01,8.84,21.13,18.06,6.44,3.73,4.94,2.78,0.53,4.21,17.81,11.53,0
720,-1,0,4750000.0,99.39,0.0,11.83,1.13,0.71,2.99,7.1,16.73,31.43,4.1,0.0,0.0,0.58,1.51,5.06,25.54,7.96,0
721,1,1,6610000000.0,99.36,0.0,12.88,1.49,1.0,7.31,7.42,13.91,17.61,2.17,11.23,8.13,6.21,4.01,5.63,13.99,9.67,0
723,-1,0,86140000.0,99.87,0.0,11.47,1.3,0.74,4.54,6.79,19.22,19.37,6.24,7.47,4.14,5.18,3.16,6.24,16.33,5.87,0
724,0,0,182670000.0,99.95,0.0,21.41,3.79,2.28,9.28,3.62,15.37,9.02,5.92,4.12,16.37,1.91,1.6,3.46,14.44,24.16,0
725,-1,1,69270000.0,0.61,96.5,9.66,0.48,1.69,0.47,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
726,1,0,72440000.0,96.05,0.0,13.64,1.68,1.14,6.13,0.08,1.89,0.0,0.0,0.0,0.0,57.95,0.0,2.04,36.75,1.28,0
727,1,1,1450000000.0,77.46,0.0,14.81,1.7,2.74,6.51,0.45,0.07,67.9,17.06,0.0,0.0,0.0,2.05,0.0,11.91,0.56,0
728,1,1,1550000.0,97.94,0.0,14.33,1.52,1.35,8.26,32.2,3.81,3.41,23.13,3.87,7.36,3.16,1.77,4.9,16.4,0.0,0
732,0,0,3110000000.0,99.83,0.0,20.8,3.65,4.58,14.83,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0
733,1,1,138260000.0,99.88,0.0,10.82,1.7,1.22,6.01,11.75,14.69,16.15,0.0,13.92,1.57,21.25,6.17,4.89,7.67,1.95,-1
734,-1,1,9490000.0,98.5,0.0,5.79,0.86,0.52,1.94,21.31,13.2,7.63,23.54,0.0,0.74,11.02,3.15,4.22,12.27,2.92,0
736,0,0,9200000.0,99.82,0.0,15.46,1.26,0.85,5.23,24.66,5.91,7.76,6.13,14.03,0.0,3.42,5.88,22.09,7.31,2.81,-1
737,1,1,36520000.0,37.98,42.44,16.63,2.22,1.67,7.58,1.91,6.71,11.9,8.77,4.41,16.92,11.82,2.55,9.34,10.11,15.55,0
738,1,0,102910000.0,99.92,0.0,15.37,0.84,1.38,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1
739,0,1,308080000.0,99.95,0.0,18.06,2.28,2.18,7.59,0.0,23.8,0.0,0.34,0.0,0.0,0.0,29.9,0.0,0.04,45.92,0
741,0,0,186580000.0,4.28,0.0,0.0,0.0,0.0,0.0,19.48,0.0,0.0,0.0,0.0,0.0,69.97,0.0,0.0,10.56,0.0,0
742,-1,1,348560000.0,99.42,0.0,11.69,1.11,1.0,6.16,0.0,0.0,40.54,13.8,0.0,4.08,21.87,6.06,6.93,6.73,0.0,0
743,0,1,655690000.0,99.93,0.0,20.29,4.91,1.32,10.71,0.11,93.44,0.0,0.02,5.0,0.0,0.0,0.0,0.0,0.51,0.92,0
744,-1,0,79510000.0,41.01,43.71,15.6,2.04,1.92,8.03,1.32,9.28,16.05,7.24,2.37,0.0,20.89,0.0,33.36,2.55,6.95,0
745,-1,1,1580000000.0,99.92,0.0,13.68,2.17,1.52,7.25,0.86,5.02,3.75,0.07,23.73,13.37,13.42,16.19,15.81,1.51,6.28,0
746,1,1,160090000.0,99.89,0.0,18.22,3.41,2.24,12.29,2.23,11.61,14.71,5.33,7.49,14.11,3.2,5.4,5.09,14.8,16.03,0
747,-1,-1,147470000.0,99.96,0.0,12.31,1.37,0.77,3.58,4.73,16.43,34.24,12.49,5.13,2.22,0.36,0.0,5.47,11.61,7.32,-1
748,0,1,111620000.0,99.92,0.0,21.09,3.73,2.56,12.23,2.37,13.19,16.57,3.35,7.36,14.04,3.28,2.6,5.09,10.43,21.72,0
749,0,1,8400000000.0,99.8,0.0,27.34,4.96,4.24,15.21,0.0,24.82,10.51,0.0,0.0,0.0,0.0,3.18,0.0,0.0,61.48,0
750,-1,1,369810000.0,99.82,0.0,12.99,2.13,1.51,5.86,2.57,14.51,8.08,7.62,7.41,14.28,3.29,4.84,5.16,10.05,22.19,0
751,1,1,1030000000.0,99.19,0.0,9.77,0.96,0.64,5.62,19.43,12.4,4.22,18.33,4.99,4.89,2.94,2.24,7.32,15.98,7.27,0
752,1,-1,9300000.0,99.02,0.0,10.01,0.99,0.52,4.8,17.44,18.73,1.98,11.25,4.21,4.12,1.72,0.89,5.82,20.63,13.2,0
753,-1,1,305510000.0,99.77,0.0,12.74,1.64,1.74,6.42,0.7,4.76,11.53,16.51,14.52,7.79,10.68,2.42,12.46,3.79,14.83,0
754,-1,1,658510000.0,99.36,0.0,7.42,0.94,0.59,3.18,23.02,6.97,8.46,5.41,4.45,1.48,7.28,4.95,20.76,10.39,6.82,0
756,-1,0,157150000.0,99.96,0.0,7.12,0.82,0.54,2.46,21.53,9.71,9.21,13.45,3.65,2.14,10.04,2.35,5.49,9.06,13.36,0
757,1,1,522580000.0,99.94,0.0,17.88,1.55,0.96,5.14,0.49,0.0,0.0,0.33,0.0,0.0,0.0,0.0,99.12,0.06,0.0,0
758,0,0,624330000.0,98.9,0.0,12.42,1.34,0.86,7.19,16.72,16.47,8.1,11.94,5.89,5.92,2.11,3.45,9.85,14.03,5.53,0
759,1,1,168870000.0,99.84,0.0,13.81,1.67,1.34,9.15,7.92,3.59,18.44,0.0,19.96,21.35,0.9,3.37,11.41,8.17,4.89,0
760,1,1,51030000.0,99.97,0.0,11.36,1.27,0.76,5.44,14.05,15.98,14.26,9.78,1.87,6.41,5.86,4.37,6.76,14.01,6.65,0
761,1,1,1410000000.0,99.94,0.0,14.94,2.16,1.31,5.99,3.79,17.48,15.79,3.48,8.52,10.53,5.47,3.32,4.46,12.8,14.35,0
762,1,1,2340000000.0,99.91,0.0,13.22,1.59,1.17,8.23,9.33,13.42,16.22,0.86,11.56,8.18,4.95,4.81,7.3,12.99,10.37,0
764,1,0,66440000.0,85.55,11.29,16.48,2.37,1.31,8.96,3.88,9.44,11.32,5.28,3.33,36.64,2.14,1.29,3.14,10.4,13.14,0
765,0,0,44610000.0,0.21,90.1,0.0,0.0,0.0,0.0,16.34,0.0,0.0,0.0,0.0,0.0,83.66,0.0,0.0,0.0,0.0,0
